image_path,image_timestamp,robot_timestamp,time_difference_s,timestamp,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz,datetime
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset_insertion_250514/left/zed_44377151_right_1747201050.492.jpg,1747201050.492,1747201050.534,0.04199981689453125,1747201050.534,23.47,37.47,-6.84,28.19,54.98,-49.43,185.12,109.88,149.74,-156.09,-2.21,123.08,2025-05-14 14:37:30.534
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset_insertion_250514/left/zed_44377151_left_1747201050.492.jpg,1747201050.492,1747201050.534,0.04199981689453125,1747201050.534,23.47,37.47,-6.84,28.19,54.98,-49.43,185.12,109.88,149.74,-156.09,-2.21,123.08,2025-05-14 14:37:30.534
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset_insertion_250514/top/zed_49045152_left_1747201050.620.jpg,1747201050.62,1747201050.624,0.004000186920166016,1747201050.624,23.43052627726388,37.42263153271665,-7.017631752312554,28.142631532716653,55.19710547504867,-49.35499992680137,185.1871053286514,109.7852630654333,150.30447423512655,-156.07026313863193,-2.2139473722736125,123.07605262772638,2025-05-14 14:37:30.624
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset_insertion_250514/top/zed_49045152_right_1747201050.620.jpg,1747201050.62,1747201050.624,0.004000186920166016,1747201050.624,23.43052627726388,37.42263153271665,-7.017631752312554,28.142631532716653,55.19710547504867,-49.35499992680137,185.1871053286514,109.7852630654333,150.30447423512655,-156.07026313863193,-2.2139473722736125,123.07605262772638,2025-05-14 14:37:30.624
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset_insertion_250514/right/zed_49429257_left_1747201050.834.jpg,1747201050.834,1747201050.832,0.002000093460083008,1747201050.832,23.35073395759648,37.33073395759648,-7.36706416961409,28.05073395759648,55.62633021201761,-49.207889929327465,185.315688056538,109.59504590105844,151.4204585512458,-156.027155971731,-2.22,123.07,2025-05-14 14:37:30.832
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset_insertion_250514/right/zed_49429257_right_1747201050.834.jpg,1747201050.834,1747201050.832,0.002000093460083008,1747201050.832,23.35073395759648,37.33073395759648,-7.36706416961409,28.05073395759648,55.62633021201761,-49.207889929327465,185.315688056538,109.59504590105844,151.4204585512458,-156.027155971731,-2.22,123.07,2025-05-14 14:37:30.832
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset_insertion_250514/front/zed_41182735_left_1747201050.893.jpg,1747201050.893,1747201050.891,0.0019998550415039062,1747201050.891,23.328,37.304,-7.464,28.024,55.744,-49.168,185.35,109.54,151.732,-156.014,-2.222,123.068,2025-05-14 14:37:30.891
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset_insertion_250514/front/zed_41182735_right_1747201050.893.jpg,1747201050.893,1747201050.891,0.0019998550415039062,1747201050.891,23.328,37.304,-7.464,28.024,55.744,-49.168,185.35,109.54,151.732,-156.014,-2.222,123.068,2025-05-14 14:37:30.891
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset_insertion_250514/left/zed_44377151_right_1747201050.916.jpg,1747201050.916,1747201050.911,0.004999876022338867,1747201050.911,23.316,37.288,-7.518,28.008,55.808,-49.146,185.37,109.51,151.904,-156.008,-2.224,123.066,2025-05-14 14:37:30.911
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset_insertion_250514/left/zed_44377151_left_1747201050.916.jpg,1747201050.916,1747201050.911,0.004999876022338867,1747201050.911,23.316,37.288,-7.518,28.008,55.808,-49.146,185.37,109.51,151.904,-156.008,-2.224,123.066,2025-05-14 14:37:30.911
